City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,poum,-20.2333,164.0167,299.36,64,15,6.21,NC,1676605177
364,khandagayty,50.7333,92.05,257.5,85,16,0.66,RU,1676605178
365,texas city,29.3838,-94.9027,285.21,50,100,11.32,US,1676605178
366,bhandara,21.1667,79.65,298.11,27,0,4.72,IN,1676605178
367,bondowoso,-7.9135,113.8214,299.56,84,96,1.87,ID,1676605180
368,general pico,-35.6566,-63.7568,280.71,19,57,4.49,AR,1676605180
369,kindersley,51.4668,-109.1682,268.16,86,100,3.09,CA,1676605181
370,bengkulu,-3.8004,102.2655,301.36,64,100,1.39,ID,1676605181
371,plettenberg bay,-34.0527,23.3716,292.83,84,99,3.73,ZA,1676605182
372,tasiilaq,65.6145,-37.6368,262.24,96,93,2.03,GL,1676605182
373,amga,60.8953,131.9608,252.55,93,99,0.67,RU,1676605182
374,caravelas,-17.7125,-39.2481,298.13,84,86,2.58,BR,1676605183
375,wuda,39.4994,106.7117,276.82,56,100,2.8,CN,1676605184
376,bonavista,48.6499,-53.1147,275.0,88,100,7.98,CA,1676605184
377,portobelo,9.55,-79.65,297.65,86,82,6.4,PA,1676605185
378,fort-shevchenko,44.5086,50.263,271.92,66,100,8.14,KZ,1676605186
379,kysyl-syr,63.8986,122.7617,258.93,94,100,2.15,RU,1676605186
380,yatou,37.15,122.3833,280.12,56,71,5.75,CN,1676605187
381,puerto cabezas,14.0351,-83.3888,296.91,77,10,3.74,NI,1676604901
382,kedainiai,55.2883,23.9747,274.41,97,100,2.8,LT,1676605187
383,katsuura,35.1333,140.3,282.11,62,72,2.33,JP,1676605188
384,marsa matruh,31.3525,27.2453,281.26,81,20,1.54,EG,1676605188
385,kupang,-10.1667,123.5833,303.47,79,75,5.14,ID,1676605188
386,inhambane,-23.865,35.3833,300.14,83,20,6.17,MZ,1676605189
387,axim,4.8699,-2.2405,298.63,85,41,1.28,GH,1676605189
388,port blair,11.6667,92.75,300.17,78,40,4.12,IN,1676605190
389,constitucion,-35.3333,-72.4167,288.64,47,3,3.6,CL,1676605039
390,eureka,40.8021,-124.1637,280.81,85,100,0.45,US,1676605190
391,manzanillo,20.3433,-77.1167,296.3,74,1,0.93,CU,1676605192
392,merauke,-8.4667,140.3333,301.52,78,99,4.35,ID,1676605192
393,port hawkesbury,45.6169,-61.3485,278.66,75,40,5.66,CA,1676605193
394,santa cruz,-17.8,-63.1667,297.85,88,75,9.77,BO,1676605193
395,malangali,-8.5667,34.85,288.67,93,94,1.43,TZ,1676605193
396,srednekolymsk,67.45,153.6833,238.88,97,84,0.43,RU,1676605194
397,pocao de pedras,-4.6667,-44.85,295.7,99,100,1.93,BR,1676605194
398,maralal,1.0968,36.698,286.87,72,51,3.11,KE,1676605195
399,thongwa,16.7619,96.5278,299.24,53,29,1.19,MM,1676605195
400,paamiut,61.994,-49.6678,266.28,72,100,4.15,GL,1676605195
401,arlit,18.7369,7.3853,287.98,25,77,2.84,NE,1676605196
402,seydi,39.4816,62.9137,279.52,76,100,3.36,TM,1676605196
403,nishihara,26.1842,127.7558,294.96,52,20,7.72,JP,1676605197
404,karratha,-20.7377,116.8463,314.32,16,0,2.6,AU,1676605197
405,faridpur,23.6,89.8333,297.98,48,0,2.45,BD,1676605197
406,niquelandia,-14.4739,-48.4597,294.93,85,93,0.4,BR,1676604946
407,calama,-22.4667,-68.9333,286.42,82,0,3.6,CL,1676605198
408,dingle,10.9995,122.6711,299.89,72,100,7.69,PH,1676605198
409,san pedro,14.35,121.0167,303.35,49,20,7.2,PH,1676605199
410,aksaray,38.3726,34.0254,266.36,87,11,1.49,TR,1676605199
411,marystown,47.1666,-55.1483,274.88,97,100,8.31,CA,1676605200
412,csurgo,46.2531,17.1006,270.94,87,72,1.96,HU,1676605200
413,windhoek,-22.5594,17.0832,288.77,35,6,2.27,NA,1676605201
414,eyl,7.9803,49.8164,296.17,80,12,5.86,SO,1676605201
415,pacific grove,36.6177,-121.9166,282.96,69,0,2.57,US,1676605202
416,touros,-5.1989,-35.4608,299.47,78,98,4.71,BR,1676605202
417,visavadar,21.3833,70.6833,301.08,23,0,2.87,IN,1676605203
418,caninde,-4.3589,-39.3117,295.56,96,100,0.68,BR,1676605204
419,usinsk,65.9939,57.5281,257.29,95,97,7.37,RU,1676605204
420,port victoria,0.0939,33.9756,294.01,57,81,3.73,KE,1676605205
421,tezu,27.9167,96.1667,300.92,28,1,1.85,IN,1676605205
422,aykhal,66.0,111.5,252.9,95,97,5.5,RU,1676605206
423,tall kayf,37.0833,41.0667,274.34,59,0,5.14,TR,1676605206
424,grand gaube,-20.0064,57.6608,299.47,70,1,0.89,MU,1676605206
425,umm kaddadah,13.6017,26.6876,285.47,27,2,8.59,SD,1676605207
426,coffs harbour,-30.3,153.1333,302.67,57,0,6.69,AU,1676605207
427,pangoa,-12.1167,-73.0,293.97,99,100,0.65,PE,1676605208
428,zhigansk,66.7697,123.3711,247.62,95,100,8.29,RU,1676605208
429,roebourne,-20.7833,117.1333,314.54,16,0,4.23,AU,1676605209
430,la paz,-16.5,-68.15,285.14,46,75,3.6,BO,1676605162
431,aksarka,66.5606,67.7975,267.69,83,100,6.37,RU,1676605209
432,kanaya,34.8167,138.1333,283.86,28,40,4.63,JP,1676605210
433,montecristi,-1.05,-80.6667,299.05,83,75,3.6,EC,1676605211
434,divnoye,45.9089,43.3547,262.42,96,83,3.66,RU,1676605211
435,montrose,38.4166,-108.2673,254.11,70,2,0.95,US,1676605211
436,birjand,32.8663,59.2211,282.41,61,40,0.0,IR,1676605212
437,sao joao da barra,-21.6403,-41.0511,298.13,91,100,8.12,BR,1676605212
438,huangmei,30.1924,116.025,285.24,63,100,1.58,CN,1676605213
439,kloulklubed,7.0419,134.2556,301.43,80,100,6.81,PW,1676605213
440,kitami,43.8031,143.8908,272.66,65,100,2.35,JP,1676605214
441,innisfail,-17.5333,146.0333,297.2,87,100,0.87,AU,1676605214
442,imbituba,-28.24,-48.6703,296.1,91,82,5.05,BR,1676605215
443,staraya mayna,54.6,48.95,268.21,95,100,3.78,RU,1676605215
444,perth,-31.9333,115.8333,301.5,44,0,2.57,AU,1676604994
445,salinas,36.6777,-121.6555,283.19,67,0,2.57,US,1676605051
446,evensk,61.95,159.2333,255.05,78,100,4.3,RU,1676605216
447,marsh harbour,26.5412,-77.0636,297.06,73,8,7.74,BS,1676604969
448,ust-tsilma,65.441,52.1498,259.0,94,41,2.66,RU,1676605216
449,carndonagh,55.25,-7.2667,284.16,86,100,15.01,IE,1676605217
450,kruisfontein,-34.0033,24.7314,291.96,85,100,3.21,ZA,1676605217
451,frontera,26.9333,-101.45,281.7,23,39,6.0,MX,1676605217
452,quimper,48.0,-4.1,283.47,100,100,3.09,FR,1676605218
453,kyrksaeterora,63.2906,9.0891,271.87,82,95,1.63,NO,1676605218
454,lalibela,12.0333,39.0333,286.99,54,5,1.91,ET,1676605219
455,salumbar,24.1333,74.05,298.23,19,0,2.17,IN,1676605219
456,sisimiut,66.9395,-53.6735,254.94,84,100,5.13,GL,1676605220
457,moerai,-22.4333,-151.3333,300.02,77,86,4.75,PF,1676605220
458,kenai,60.5544,-151.2583,269.87,83,100,1.54,US,1676604925
459,cibitoke,-2.8833,29.25,288.44,74,99,1.8,BI,1676605221
460,kirkwall,58.9848,-2.9587,282.57,93,100,8.23,GB,1676605221
461,victoria,22.2855,114.1577,294.8,67,73,2.24,HK,1676605201
462,narasannapeta,18.4167,84.05,299.32,59,76,2.42,IN,1676605222
463,maarianhamina,60.0973,19.9348,275.07,100,100,3.09,AX,1676605222
464,oneonta,42.4529,-75.0638,285.27,96,100,4.25,US,1676604963
465,luanda,-8.8368,13.2343,299.15,84,40,2.06,AO,1676605223
466,moratuwa,6.773,79.8816,299.16,77,74,2.06,LK,1676605223
467,tutoia,-2.7619,-42.2744,297.91,88,100,3.22,BR,1676605224
468,saint-augustin,51.226,-58.6502,264.05,74,85,9.3,CA,1676605224
469,zharkent,44.1628,80.0,270.51,72,34,1.53,KZ,1676605224
470,port macquarie,-31.4333,152.9167,301.42,53,0,5.05,AU,1676605225
471,ridgecrest,35.6225,-117.6709,280.07,20,75,1.54,US,1676605226
472,changqing,36.5575,116.7272,283.31,47,81,5.3,CN,1676605226
473,tocopilla,-22.092,-70.1979,295.68,78,0,0.58,CL,1676605227
474,acapulco,16.8634,-99.8901,299.05,73,0,2.57,MX,1676605214
475,auki,-8.7676,160.7034,301.93,76,100,3.21,SB,1676605227
476,maniwaki,46.3834,-75.966,267.36,79,100,4.12,CA,1676605228
477,muzhi,65.3667,64.6667,264.8,86,100,2.54,RU,1676605228
478,margate,51.3813,1.3862,283.65,90,97,1.79,GB,1676605229
479,arawa,-6.2132,155.5367,302.87,72,95,2.18,PG,1676605229
480,la ronge,55.1001,-105.2842,266.29,63,75,4.12,CA,1676605230
481,arandis,-22.4167,14.9667,288.54,81,24,0.7,NA,1676605230
482,san nicolas,18.1725,120.5953,303.1,37,75,2.57,PH,1676605231
483,areni,39.7191,45.1799,262.68,68,9,2.39,AM,1676605231
484,miquelon,47.0975,-56.3814,274.15,90,89,10.8,PM,1676605232
485,lugovoy,42.9472,72.7644,275.72,100,100,1.55,KZ,1676605232
486,plesetsk,62.708,40.2916,259.53,94,75,4.18,RU,1676605232
487,fortuna,40.5982,-124.1573,280.66,76,40,0.0,US,1676605233
488,pemangkat,1.1667,108.9667,301.2,72,92,4.21,ID,1676605233
489,xapuri,-10.6517,-68.5044,295.15,99,91,1.06,BR,1676605234
490,gracac,44.3006,15.8547,277.01,91,61,0.44,HR,1676605234
491,ust-ishim,57.6935,71.1665,252.54,98,60,1.22,RU,1676605235
492,coihaique,-45.5752,-72.0662,283.49,62,0,2.06,CL,1676605235
493,chapleau,47.8405,-83.4034,255.42,94,100,3.38,CA,1676605235
494,rocha,-34.4833,-54.3333,288.79,88,98,8.78,UY,1676605236
495,rio gallegos,-51.6226,-69.2181,282.18,57,0,6.69,AR,1676605236
496,virginia beach,36.8529,-75.978,293.72,82,0,6.17,US,1676604985
497,manali,13.1667,80.2667,299.86,79,3,1.13,IN,1676605237
498,nueva helvecia,-34.3,-57.2333,285.7,70,100,9.54,UY,1676605237
499,tabuk,17.4189,121.4443,299.15,50,59,2.29,PH,1676605237
500,guerrero negro,27.9769,-114.0611,287.87,35,53,2.18,MX,1676605238
501,ornskoldsvik,63.2909,18.7153,266.68,100,42,1.03,SE,1676605238
502,trinidad,-14.8333,-64.9,295.99,94,90,2.51,BO,1676605144
503,casper,42.8666,-106.3131,264.48,67,0,8.23,US,1676605239
504,baracoa,20.3467,-74.4958,297.69,84,85,6.63,CU,1676605239
505,cherdyn,60.403,56.4787,251.01,100,91,0.89,RU,1676605240
506,proletariy,58.4342,31.7046,264.93,91,100,4.88,RU,1676605240
507,kumluca,36.3703,30.2869,281.78,58,3,2.0,TR,1676605240
508,inisa,7.85,4.3333,293.98,25,17,2.52,NG,1676605241
509,roald,62.5833,6.1333,279.23,70,75,4.63,NO,1676605241
510,manacapuru,-3.2997,-60.6206,296.66,89,100,1.29,BR,1676605103
511,guisijan,11.0932,122.0461,300.18,67,100,2.35,PH,1676605242
512,peniche,39.3558,-9.3811,286.73,69,0,5.17,PT,1676605242
513,kongoussi,13.3258,-1.5347,294.31,15,81,7.16,BF,1676605243
514,olinda,-8.0089,-34.8553,301.0,74,40,3.09,BR,1676604951
515,flinders,-34.5833,150.8552,303.25,65,6,2.24,AU,1676605124
516,gejiu,23.306,103.1635,286.43,61,100,2.71,CN,1676605243
517,zhicheng,30.2956,111.5047,284.53,49,1,1.25,CN,1676605244
518,talara,-4.5772,-81.2719,298.47,78,82,2.74,PE,1676605244
519,monte carmelo,-18.7247,-47.4986,293.24,89,100,1.24,BR,1676605244
520,wakkanai,45.4094,141.6739,273.14,55,75,8.23,JP,1676605245
521,santa rosa,14.3122,121.1114,303.77,53,81,8.42,PH,1676605197
522,roma,43.2128,-75.4557,284.11,75,100,2.57,US,1676605163
523,vila velha,-20.3297,-40.2925,299.23,87,0,5.36,BR,1676605246
524,ghanzi,-21.5667,21.7833,292.48,86,100,3.3,BW,1676605246
525,birao,10.2849,22.7882,290.64,22,2,5.34,CF,1676605246
526,kaitangata,-46.2817,169.8464,291.47,60,99,3.43,NZ,1676605247
527,nongstoin,25.5167,91.2667,294.18,27,0,1.74,IN,1676605247
528,bagru,26.8088,75.5423,293.34,28,24,1.09,IN,1676605248
529,adrar,20.5022,-10.0711,292.12,30,56,3.25,MR,1676605248
530,sudbury,46.49,-80.99,262.69,95,100,4.02,CA,1676605248
531,tucuma,-0.1833,-50.05,296.61,92,100,2.07,BR,1676605061
532,touba,8.2833,-7.6833,295.84,24,79,0.87,CI,1676605249
533,shubarkuduk,49.1447,56.4872,265.1,95,100,3.86,KZ,1676605250
534,lander,42.833,-108.7307,256.25,78,0,0.0,US,1676605196
535,simbakoro,8.6,-11.0167,292.58,97,32,0.42,SL,1676605250
536,necochea,-38.5473,-58.7368,282.26,87,96,2.83,AR,1676605251
537,chapaevsk,52.9813,49.7112,266.86,95,100,3.85,RU,1676605251
538,kasama,-10.2129,31.1808,289.84,93,100,1.86,ZM,1676605251
539,karari,25.45,81.4333,294.78,38,7,1.79,IN,1676605252
540,maine-soroa,13.2114,12.0241,287.21,29,0,5.86,NE,1676605252
541,kalmunai,7.4167,81.8167,298.72,74,100,3.67,LK,1676605253
542,monchegorsk,67.9397,32.8739,270.37,94,100,5.17,RU,1676605253
543,lososina,48.9975,140.3106,265.41,71,48,1.06,RU,1676605253
544,kamenka,51.3223,42.7678,254.92,100,100,2.33,RU,1676605254
545,cocal,-28.6167,-49.35,294.73,93,95,1.16,BR,1676605254
546,masuguru,-11.3667,38.4167,295.54,98,98,1.33,TZ,1676605255
547,miles city,46.4083,-105.8406,269.69,68,0,4.63,US,1676605255
548,namtsy,62.7161,129.6658,245.75,94,100,2.59,RU,1676605255
549,morondava,-20.2833,44.2833,298.25,81,12,1.95,MG,1676605256
550,asmar,35.0333,71.3581,290.37,42,49,3.04,AF,1676605256
551,areia branca,-4.9561,-37.1369,298.83,82,100,4.73,BR,1676605257
552,ranong,9.9658,98.6348,302.11,56,53,5.61,TH,1676605258
553,miraflores,19.2167,-98.8083,293.72,26,0,1.88,MX,1676605258
554,tautira,-17.7333,-149.15,300.3,76,54,4.35,PF,1676605259
555,elko,41.0002,-115.5012,264.16,86,23,0.45,US,1676605259
556,alihe,50.5667,123.7167,263.45,76,100,0.62,CN,1676605260
557,chara,56.9064,118.2631,256.2,88,97,1.04,RU,1676605260
558,kathmandu,27.7167,85.3167,287.27,67,20,0.0,NP,1676604979
